0,1
Datasets\IAM_Words\words\e07\e07-000\e07-000-05-00.png,the
Datasets\IAM_Words\words\c03\c03-081a\c03-081a-04-07.png,but
Datasets\IAM_Words\words\a01\a01-058x\a01-058x-09-02.png,.
Datasets\IAM_Words\words\d04\d04-008\d04-008-01-01.png,sanctuary
Datasets\IAM_Words\words\a02\a02-057\a02-057-03-09.png,had
Datasets\IAM_Words\words\c04\c04-004\c04-004-01-07.png,will
Datasets\IAM_Words\words\c04\c04-170\c04-170-00-03.png,Alan
Datasets\IAM_Words\words\a02\a02-057\a02-057-04-04.png,that
Datasets\IAM_Words\words\b02\b02-102\b02-102-04-06.png,convinced
Datasets\IAM_Words\words\b01\b01-122\b01-122-07-06.png,be
Datasets\IAM_Words\words\a03\a03-050\a03-050-06-06.png,on
Datasets\IAM_Words\words\b06\b06-042\b06-042-03-01.png,like
Datasets\IAM_Words\words\a01\a01-038x\a01-038x-00-02.png,thought
Datasets\IAM_Words\words\b01\b01-084\b01-084-07-04.png,hands
Datasets\IAM_Words\words\e04\e04-079\e04-079-08-00.png,use
Datasets\IAM_Words\words\c04\c04-098\c04-098-02-05.png,.
Datasets\IAM_Words\words\b03\b03-104\b03-104-01-09.png,in
Datasets\IAM_Words\words\b05\b05-042\b05-042-00-02.png,is
Datasets\IAM_Words\words\b06\b06-015\b06-015-08-00.png,Belgium
Datasets\IAM_Words\words\a06\a06-124\a06-124-05-09.png,.
Datasets\IAM_Words\words\e06\e06-021\e06-021-02-00.png,be
Datasets\IAM_Words\words\a01\a01-077\a01-077-01-01.png,","
Datasets\IAM_Words\words\b01\b01-018\b01-018-01-08.png,countries
Datasets\IAM_Words\words\a02\a02-024\a02-024-02-02.png,Consultative
Datasets\IAM_Words\words\a01\a01-053\a01-053-10-05.png,Senate
Datasets\IAM_Words\words\c03\c03-003c\c03-003c-00-01.png,is
Datasets\IAM_Words\words\a01\a01-072x\a01-072x-04-00.png,West
Datasets\IAM_Words\words\d04\d04-066\d04-066-06-07.png,not
Datasets\IAM_Words\words\c04\c04-160\c04-160-04-05.png,He
Datasets\IAM_Words\words\a01\a01-014\a01-014-09-01.png,Macmillan
Datasets\IAM_Words\words\c03\c03-096d\c03-096d-02-07.png,to
Datasets\IAM_Words\words\c03\c03-003c\c03-003c-03-05.png,marriage
Datasets\IAM_Words\words\b01\b01-122\b01-122-02-06.png,may
Datasets\IAM_Words\words\c04\c04-061\c04-061-04-07.png,.
Datasets\IAM_Words\words\e01\e01-014\e01-014-01-05.png,man
Datasets\IAM_Words\words\e04\e04-132\e04-132-01-01.png,framing
Datasets\IAM_Words\words\d06\d06-011\d06-011-00-04.png,contain
Datasets\IAM_Words\words\b06\b06-036\b06-036-00-10.png,maintained
Datasets\IAM_Words\words\e07\e07-066\e07-066-05-01.png,him
Datasets\IAM_Words\words\e06\e06-021\e06-021-05-00.png,only
Datasets\IAM_Words\words\d06\d06-086\d06-086-09-00.png,be
Datasets\IAM_Words\words\a05\a05-009\a05-009-01-03.png,has
Datasets\IAM_Words\words\e07\e07-000\e07-000-00-00.png,WE
Datasets\IAM_Words\words\e06\e06-033\e06-033-07-02.png,mouth
Datasets\IAM_Words\words\b04\b04-107\b04-107-08-04.png,international
Datasets\IAM_Words\words\a04\a04-019\a04-019-02-03.png,to
Datasets\IAM_Words\words\a01\a01-011\a01-011-03-03.png,common
Datasets\IAM_Words\words\c06\c06-116\c06-116-03-00.png,stunner
Datasets\IAM_Words\words\c02\c02-049\c02-049-01-02.png,with
Datasets\IAM_Words\words\a01\a01-077u\a01-077u-06-07.png,senior
Datasets\IAM_Words\words\a04\a04-027\a04-027-05-05.png,be
Datasets\IAM_Words\words\a04\a04-089\a04-089-07-02.png,have
Datasets\IAM_Words\words\e01\e01-022\e01-022-04-03.png,generation
Datasets\IAM_Words\words\d07\d07-096\d07-096-02-07.png,can
Datasets\IAM_Words\words\a02\a02-111\a02-111-02-02.png,views
Datasets\IAM_Words\words\c04\c04-139\c04-139-01-14.png,happens
Datasets\IAM_Words\words\c04\c04-056\c04-056-01-01.png,bolted
Datasets\IAM_Words\words\e01\e01-059\e01-059-03-06.png,at
Datasets\IAM_Words\words\a01\a01-113\a01-113-03-08.png,comfortable
Datasets\IAM_Words\words\d06\d06-050\d06-050-01-03.png,got
Datasets\IAM_Words\words\a03\a03-066\a03-066-05-03.png,involve
Datasets\IAM_Words\words\a01\a01-043x\a01-043x-05-08.png,his
Datasets\IAM_Words\words\c03\c03-003d\c03-003d-02-01.png,again
Datasets\IAM_Words\words\b04\b04-162\b04-162-03-02.png,.
Datasets\IAM_Words\words\a02\a02-093\a02-093-00-04.png,Mr.
Datasets\IAM_Words\words\d04\d04-032\d04-032-00-01.png,Shamir's
Datasets\IAM_Words\words\a04\a04-023\a04-023-01-05.png,with
Datasets\IAM_Words\words\c03\c03-094f\c03-094f-08-09.png,","
Datasets\IAM_Words\words\c03\c03-007c\c03-007c-02-06.png,The
Datasets\IAM_Words\words\a02\a02-086\a02-086-00-03.png,background
Datasets\IAM_Words\words\e04\e04-052\e04-052-06-00.png,is
Datasets\IAM_Words\words\b06\b06-032\b06-032-00-07.png,under
Datasets\IAM_Words\words\b01\b01-018\b01-018-04-06.png,regard
Datasets\IAM_Words\words\c02\c02-017\c02-017-03-02.png,club
Datasets\IAM_Words\words\c02\c02-056\c02-056-04-04.png,","
Datasets\IAM_Words\words\b05\b05-032\b05-032-08-01.png,a
Datasets\IAM_Words\words\a04\a04-027\a04-027-03-01.png,home
Datasets\IAM_Words\words\b06\b06-023\b06-023-07-04.png,)
Datasets\IAM_Words\words\c03\c03-096a\c03-096a-01-04.png,.
Datasets\IAM_Words\words\d07\d07-096\d07-096-01-01.png,question
Datasets\IAM_Words\words\a01\a01-026\a01-026-04-02.png,by
Datasets\IAM_Words\words\a06\a06-044\a06-044-01-01.png,added
Datasets\IAM_Words\words\e04\e04-099\e04-099-04-01.png,","
Datasets\IAM_Words\words\d06\d06-020\d06-020-09-01.png,stronger
Datasets\IAM_Words\words\c04\c04-056\c04-056-06-01.png,cast
Datasets\IAM_Words\words\e01\e01-113\e01-113-00-07.png,thumb
Datasets\IAM_Words\words\c03\c03-000e\c03-000e-04-05.png,of
Datasets\IAM_Words\words\b04\b04-066\b04-066-04-05.png,As
Datasets\IAM_Words\words\b04\b04-010\b04-010-09-01.png,been
Datasets\IAM_Words\words\b01\b01-018\b01-018-04-00.png,London
Datasets\IAM_Words\words\c06\c06-083\c06-083-03-05.png,millionaire
Datasets\IAM_Words\words\b04\b04-140\b04-140-08-02.png,last
Datasets\IAM_Words\words\d06\d06-020\d06-020-05-08.png,that
Datasets\IAM_Words\words\c04\c04-080\c04-080-06-01.png,to
Datasets\IAM_Words\words\c03\c03-000f\c03-000f-01-00.png,play
Datasets\IAM_Words\words\d06\d06-011\d06-011-01-08.png,","
Datasets\IAM_Words\words\b04\b04-081\b04-081-02-06.png,a
Datasets\IAM_Words\words\a04\a04-027\a04-027-01-07.png,.
Datasets\IAM_Words\words\b01\b01-118\b01-118-04-08.png,fleeing
Datasets\IAM_Words\words\a05\a05-048\a05-048-10-10.png,.
Datasets\IAM_Words\words\d01\d01-052\d01-052-01-04.png,A
Datasets\IAM_Words\words\e01\e01-092\e01-092-00-08.png,","
Datasets\IAM_Words\words\d04\d04-075\d04-075-03-06.png,land
Datasets\IAM_Words\words\a05\a05-073\a05-073-08-01.png,.
Datasets\IAM_Words\words\c06\c06-027\c06-027-01-04.png,one
Datasets\IAM_Words\words\e07\e07-003\e07-003-04-04.png,on
Datasets\IAM_Words\words\d06\d06-000\d06-000-07-03.png,the
Datasets\IAM_Words\words\c03\c03-087f\c03-087f-05-00.png,desolation
Datasets\IAM_Words\words\a06\a06-025\a06-025-01-05.png,for
Datasets\IAM_Words\words\c02\c02-003\c02-003-04-01.png,only
Datasets\IAM_Words\words\a04\a04-059\a04-059-04-07.png,in
Datasets\IAM_Words\words\b06\b06-056\b06-056-04-05.png,","
Datasets\IAM_Words\words\e02\e02-086\e02-086-08-02.png,the
Datasets\IAM_Words\words\d04\d04-021\d04-021-01-01.png,are
Datasets\IAM_Words\words\a01\a01-049\a01-049-05-05.png,Willis
Datasets\IAM_Words\words\e04\e04-015\e04-015-03-02.png,and
Datasets\IAM_Words\words\c06\c06-100\c06-100-03-00.png,Sandra
Datasets\IAM_Words\words\a05\a05-121\a05-121-07-01.png,","
Datasets\IAM_Words\words\a01\a01-043x\a01-043x-02-07.png,Housing
Datasets\IAM_Words\words\b06\b06-075\b06-075-03-00.png,will
Datasets\IAM_Words\words\e06\e06-033\e06-033-09-01.png,the
Datasets\IAM_Words\words\c02\c02-082\c02-082-06-01.png,performances
Datasets\IAM_Words\words\a03\a03-047\a03-047-02-03.png,spellbinder
Datasets\IAM_Words\words\c03\c03-007b\c03-007b-04-00.png,the
Datasets\IAM_Words\words\d01\d01-060\d01-060-07-04.png,the
Datasets\IAM_Words\words\b04\b04-147\b04-147-05-04.png,.
Datasets\IAM_Words\words\a01\a01-063x\a01-063x-06-07.png,payment
Datasets\IAM_Words\words\c03\c03-096a\c03-096a-06-07.png,","
Datasets\IAM_Words\words\b06\b06-071\b06-071-05-03.png,could
Datasets\IAM_Words\words\a02\a02-090\a02-090-05-03.png,Mau
Datasets\IAM_Words\words\c03\c03-081d\c03-081d-03-07.png,remained
Datasets\IAM_Words\words\c03\c03-007d\c03-007d-02-01.png,and
Datasets\IAM_Words\words\e04\e04-011\e04-011-03-04.png,feeding
Datasets\IAM_Words\words\a01\a01-117u\a01-117u-09-01.png,against
Datasets\IAM_Words\words\c03\c03-007d\c03-007d-02-02.png,has
Datasets\IAM_Words\words\b05\b05-055\b05-055-02-02.png,a
Datasets\IAM_Words\words\a05\a05-000\a05-000-00-05.png,defence
Datasets\IAM_Words\words\d04\d04-050\d04-050-00-09.png,power
Datasets\IAM_Words\words\c03\c03-081c\c03-081c-04-10.png,Pinkie
Datasets\IAM_Words\words\a01\a01-043\a01-043-03-02.png,Minister
Datasets\IAM_Words\words\a02\a02-032\a02-032-04-00.png,of
Datasets\IAM_Words\words\e04\e04-119\e04-119-04-01.png,on
Datasets\IAM_Words\words\c03\c03-000b\c03-000b-06-01.png,everywhere
Datasets\IAM_Words\words\b04\b04-134\b04-134-05-05.png,by
Datasets\IAM_Words\words\a03\a03-047\a03-047-03-07.png,.
Datasets\IAM_Words\words\c03\c03-087d\c03-087d-05-00.png,unredeemable
Datasets\IAM_Words\words\a04\a04-031\a04-031-09-04.png,are
Datasets\IAM_Words\words\a04\a04-006\a04-006-09-04.png,brought
Datasets\IAM_Words\words\c02\c02-059\c02-059-01-06.png,Berlin
Datasets\IAM_Words\words\b06\b06-097\b06-097-07-02.png,with
Datasets\IAM_Words\words\b06\b06-045\b06-045-04-06.png,time
Datasets\IAM_Words\words\e01\e01-035\e01-035-00-08.png,men
Datasets\IAM_Words\words\d01\d01-080\d01-080-04-00.png,paragraphos
Datasets\IAM_Words\words\a01\a01-014x\a01-014x-01-04.png,the
Datasets\IAM_Words\words\c03\c03-087c\c03-087c-05-05.png,if
Datasets\IAM_Words\words\a05\a05-029\a05-029-00-00.png,Sir
Datasets\IAM_Words\words\b01\b01-062\b01-062-02-02.png,to
Datasets\IAM_Words\words\b04\b04-004\b04-004-06-01.png,the
Datasets\IAM_Words\words\b04\b04-004\b04-004-03-01.png,to
Datasets\IAM_Words\words\d03\d03-112\d03-112-03-06.png,paradise
Datasets\IAM_Words\words\c03\c03-007f\c03-007f-05-00.png,the
Datasets\IAM_Words\words\b06\b06-082\b06-082-01-00.png,different
Datasets\IAM_Words\words\b03\b03-092\b03-092-01-03.png,this
Datasets\IAM_Words\words\b06\b06-036\b06-036-02-06.png,being
Datasets\IAM_Words\words\a05\a05-009\a05-009-05-00.png,are
Datasets\IAM_Words\words\e01\e01-050\e01-050-03-01.png,who
Datasets\IAM_Words\words\c02\c02-017\c02-017-08-00.png,begun
Datasets\IAM_Words\words\d04\d04-037\d04-037-02-03.png,commandments
Datasets\IAM_Words\words\b06\b06-056\b06-056-01-04.png,#
Datasets\IAM_Words\words\b05\b05-083\b05-083-00-00.png,In
Datasets\IAM_Words\words\c03\c03-081d\c03-081d-08-04.png,of
Datasets\IAM_Words\words\c02\c02-026\c02-026-05-06.png,.
Datasets\IAM_Words\words\a02\a02-004\a02-004-05-04.png,Mr.
Datasets\IAM_Words\words\a01\a01-020u\a01-020u-01-02.png,House
Datasets\IAM_Words\words\a06\a06-124\a06-124-05-01.png,of
Datasets\IAM_Words\words\c04\c04-004\c04-004-02-09.png,have
Datasets\IAM_Words\words\a01\a01-030u\a01-030u-05-06.png,final
Datasets\IAM_Words\words\e01\e01-018\e01-018-06-03.png,.
Datasets\IAM_Words\words\c03\c03-021c\c03-021c-06-05.png,her
Datasets\IAM_Words\words\b03\b03-025\b03-025-03-05.png,What
Datasets\IAM_Words\words\d06\d06-030\d06-030-03-12.png,be
Datasets\IAM_Words\words\b01\b01-057\b01-057-03-01.png,are
Datasets\IAM_Words\words\e07\e07-066\e07-066-02-00.png,cooperate
Datasets\IAM_Words\words\c02\c02-082\c02-082-04-05.png,autumn
Datasets\IAM_Words\words\b05\b05-083\b05-083-00-07.png,even
Datasets\IAM_Words\words\e04\e04-058\e04-058-03-10.png,will
Datasets\IAM_Words\words\d04\d04-058\d04-058-00-08.png,you
Datasets\IAM_Words\words\a01\a01-049x\a01-049x-04-06.png,","
Datasets\IAM_Words\words\b05\b05-088\b05-088-03-00.png,net
Datasets\IAM_Words\words\e04\e04-103\e04-103-04-10.png,as
Datasets\IAM_Words\words\a01\a01-132x\a01-132x-06-07.png,all
Datasets\IAM_Words\words\d04\d04-047\d04-047-01-00.png,mind
Datasets\IAM_Words\words\a04\a04-035\a04-035-07-05.png,cheering
Datasets\IAM_Words\words\a01\a01-007x\a01-007x-03-06.png,remains
Datasets\IAM_Words\words\b04\b04-066\b04-066-00-02.png,demonstration
Datasets\IAM_Words\words\a04\a04-043\a04-043-05-00.png,weapons
Datasets\IAM_Words\words\a05\a05-104\a05-104-01-03.png,.
Datasets\IAM_Words\words\a01\a01-053u\a01-053u-02-02.png,the
Datasets\IAM_Words\words\a03\a03-009\a03-009-02-07.png,the
Datasets\IAM_Words\words\a01\a01-000x\a01-000x-01-05.png,is
Datasets\IAM_Words\words\a01\a01-063x\a01-063x-05-05.png,big
Datasets\IAM_Words\words\c04\c04-116\c04-116-03-01.png,My
Datasets\IAM_Words\words\c03\c03-007f\c03-007f-05-05.png,even
Datasets\IAM_Words\words\c03\c03-096a\c03-096a-00-03.png,actions
Datasets\IAM_Words\words\b03\b03-109\b03-109-06-04.png,come
Datasets\IAM_Words\words\a06\a06-036\a06-036-00-00.png,The
Datasets\IAM_Words\words\e01\e01-113\e01-113-02-06.png,.
Datasets\IAM_Words\words\a03\a03-043\a03-043-08-00.png,seeking
Datasets\IAM_Words\words\a05\a05-084\a05-084-04-06.png,never
Datasets\IAM_Words\words\d06\d06-072\d06-072-09-06.png,up
Datasets\IAM_Words\words\e06\e06-037\e06-037-07-00.png,fascinating
Datasets\IAM_Words\words\c04\c04-028\c04-028-01-08.png,red
Datasets\IAM_Words\words\c03\c03-094d\c03-094d-08-05.png,and
Datasets\IAM_Words\words\b04\b04-066\b04-066-04-01.png,""""
Datasets\IAM_Words\words\b01\b01-018\b01-018-05-05.png,for
Datasets\IAM_Words\words\e04\e04-119\e04-119-04-04.png,or
Datasets\IAM_Words\words\c06\c06-083\c06-083-02-10.png,Rolls-Royce
Datasets\IAM_Words\words\a01\a01-132x\a01-132x-06-04.png,Powell
Datasets\IAM_Words\words\a01\a01-026x\a01-026x-06-02.png,Dominion
Datasets\IAM_Words\words\d06\d06-037\d06-037-00-06.png,of
Datasets\IAM_Words\words\e01\e01-107\e01-107-09-05.png,this
Datasets\IAM_Words\words\a01\a01-020\a01-020-07-03.png,discuss
Datasets\IAM_Words\words\c03\c03-081d\c03-081d-00-06.png,a
Datasets\IAM_Words\words\b06\b06-056\b06-056-00-06.png,for
Datasets\IAM_Words\words\c04\c04-098\c04-098-04-05.png,who
Datasets\IAM_Words\words\a03\a03-047\a03-047-07-08.png,necessary
Datasets\IAM_Words\words\a06\a06-020\a06-020-04-04.png,invitation
Datasets\IAM_Words\words\a04\a04-089\a04-089-00-03.png,President
Datasets\IAM_Words\words\e06\e06-010\e06-010-04-04.png,comes
Datasets\IAM_Words\words\d01\d01-052\d01-052-05-05.png,have
Datasets\IAM_Words\words\b04\b04-147\b04-147-02-08.png,Mr.
Datasets\IAM_Words\words\c03\c03-081b\c03-081b-03-06.png,a
Datasets\IAM_Words\words\a05\a05-000\a05-000-06-07.png,greater
Datasets\IAM_Words\words\b01\b01-094\b01-094-04-06.png,for
Datasets\IAM_Words\words\a05\a05-004\a05-004-03-00.png,a
Datasets\IAM_Words\words\a01\a01-003\a01-003-00-07.png,","
Datasets\IAM_Words\words\a01\a01-020\a01-020-03-05.png,attending
Datasets\IAM_Words\words\e02\e02-086\e02-086-02-07.png,already
Datasets\IAM_Words\words\c02\c02-078\c02-078-05-07.png,the
Datasets\IAM_Words\words\d04\d04-016\d04-016-02-00.png,a
Datasets\IAM_Words\words\e02\e02-014\e02-014-03-00.png,as
Datasets\IAM_Words\words\b06\b06-087\b06-087-02-06.png,Union
Datasets\IAM_Words\words\e01\e01-107\e01-107-03-04.png,.
Datasets\IAM_Words\words\d01\d01-019\d01-019-05-09.png,or
Datasets\IAM_Words\words\a01\a01-102\a01-102-10-01.png,bills
Datasets\IAM_Words\words\e06\e06-003\e06-003-01-03.png,primarily
Datasets\IAM_Words\words\b04\b04-147\b04-147-01-00.png,Board
Datasets\IAM_Words\words\a01\a01-020u\a01-020u-07-01.png,today
Datasets\IAM_Words\words\b02\b02-102\b02-102-05-05.png,to
Datasets\IAM_Words\words\a04\a04-096\a04-096-02-02.png,the
Datasets\IAM_Words\words\d01\d01-080\d01-080-01-06.png,served
Datasets\IAM_Words\words\c02\c02-017\c02-017-04-00.png,moved
Datasets\IAM_Words\words\b01\b01-062\b01-062-01-07.png,would
Datasets\IAM_Words\words\a01\a01-026x\a01-026x-09-01.png,the
Datasets\IAM_Words\words\b06\b06-049\b06-049-01-04.png,","
Datasets\IAM_Words\words\b06\b06-042\b06-042-02-03.png,Union
Datasets\IAM_Words\words\e04\e04-052\e04-052-03-10.png,The
Datasets\IAM_Words\words\d04\d04-050\d04-050-02-02.png,think
Datasets\IAM_Words\words\b01\b01-049\b01-049-03-04.png,rather
Datasets\IAM_Words\words\e04\e04-015\e04-015-04-05.png,position
Datasets\IAM_Words\words\a06\a06-114\a06-114-02-04.png,of
Datasets\IAM_Words\words\c06\c06-052\c06-052-04-08.png,June
Datasets\IAM_Words\words\a02\a02-093\a02-093-04-05.png,hour's
Datasets\IAM_Words\words\b02\b02-045\b02-045-03-13.png,is
Datasets\IAM_Words\words\c04\c04-008\c04-008-08-02.png,ratrace
Datasets\IAM_Words\words\a01\a01-053\a01-053-02-04.png,.
Datasets\IAM_Words\words\b01\b01-027\b01-027-07-01.png,as
Datasets\IAM_Words\words\a06\a06-119\a06-119-08-00.png,Now
Datasets\IAM_Words\words\a02\a02-024\a02-024-00-04.png,strikes
Datasets\IAM_Words\words\b04\b04-195\b04-195-01-04.png,And
Datasets\IAM_Words\words\d05\d05-040\d05-040-01-09.png,to
Datasets\IAM_Words\words\c03\c03-096b\c03-096b-07-05.png,tradition
Datasets\IAM_Words\words\b01\b01-113\b01-113-05-05.png,will
Datasets\IAM_Words\words\b04\b04-096\b04-096-02-02.png,is
Datasets\IAM_Words\words\a04\a04-092\a04-092-08-01.png,","
Datasets\IAM_Words\words\b05\b05-071\b05-071-04-09.png,hands
Datasets\IAM_Words\words\e04\e04-015\e04-015-01-03.png,the
Datasets\IAM_Words\words\d04\d04-021\d04-021-05-07.png,the
Datasets\IAM_Words\words\a04\a04-099\a04-099-04-05.png,very
Datasets\IAM_Words\words\a01\a01-043u\a01-043u-06-03.png,York
Datasets\IAM_Words\words\b04\b04-010\b04-010-05-06.png,is
Datasets\IAM_Words\words\b02\b02-035\b02-035-04-04.png,statement
Datasets\IAM_Words\words\b01\b01-079\b01-079-09-03.png,","
Datasets\IAM_Words\words\d04\d04-008\d04-008-05-04.png,diamond-stone
Datasets\IAM_Words\words\b01\b01-079\b01-079-02-05.png,nations
Datasets\IAM_Words\words\e04\e04-086\e04-086-04-08.png,seen
Datasets\IAM_Words\words\c03\c03-084a\c03-084a-05-06.png,Ferris
Datasets\IAM_Words\words\a02\a02-020\a02-020-06-00.png,Council
Datasets\IAM_Words\words\a03\a03-014\a03-014-00-02.png,from
Datasets\IAM_Words\words\b04\b04-175\b04-175-01-07.png,splendid
Datasets\IAM_Words\words\c02\c02-082\c02-082-07-06.png,been
Datasets\IAM_Words\words\c02\c02-017\c02-017-08-03.png,of
Datasets\IAM_Words\words\a06\a06-020\a06-020-04-12.png,that
Datasets\IAM_Words\words\c04\c04-056\c04-056-01-03.png,and
Datasets\IAM_Words\words\c03\c03-087d\c03-087d-03-02.png,left
Datasets\IAM_Words\words\d04\d04-131\d04-131-04-02.png,they
Datasets\IAM_Words\words\b04\b04-075\b04-075-01-03.png,the
Datasets\IAM_Words\words\e02\e02-018\e02-018-06-05.png,the
Datasets\IAM_Words\words\b01\b01-122\b01-122-02-05.png,he
Datasets\IAM_Words\words\d06\d06-000\d06-000-00-00.png,In
Datasets\IAM_Words\words\a04\a04-081\a04-081-07-03.png,was
Datasets\IAM_Words\words\a05\a05-069\a05-069-02-04.png,foreign
Datasets\IAM_Words\words\b06\b06-042\b06-042-02-01.png,the
Datasets\IAM_Words\words\a06\a06-141\a06-141-00-08.png,bases
Datasets\IAM_Words\words\c03\c03-084d\c03-084d-05-06.png,by
Datasets\IAM_Words\words\b01\b01-023\b01-023-04-06.png,discrimination
Datasets\IAM_Words\words\b01\b01-018\b01-018-00-04.png,multi-racial
Datasets\IAM_Words\words\a05\a05-025\a05-025-04-01.png,Watkinson
Datasets\IAM_Words\words\a01\a01-087u\a01-087u-03-03.png,replied
Datasets\IAM_Words\words\c02\c02-012\c02-012-08-08.png,world
Datasets\IAM_Words\words\b01\b01-023\b01-023-05-03.png,South
Datasets\IAM_Words\words\b06\b06-000\b06-000-02-01.png,secret
Datasets\IAM_Words\words\a01\a01-014u\a01-014u-06-05.png,chief
Datasets\IAM_Words\words\b03\b03-098\b03-098-08-00.png,explain
Datasets\IAM_Words\words\a04\a04-099\a04-099-10-01.png,prove
Datasets\IAM_Words\words\b04\b04-047\b04-047-00-07.png,who
Datasets\IAM_Words\words\a01\a01-020x\a01-020x-01-05.png,which
Datasets\IAM_Words\words\d06\d06-082\d06-082-00-12.png,-
Datasets\IAM_Words\words\a04\a04-043\a04-043-07-06.png,as
Datasets\IAM_Words\words\d04\d04-081\d04-081-01-07.png,days
Datasets\IAM_Words\words\a05\a05-022\a05-022-06-04.png,with
Datasets\IAM_Words\words\d01\d01-024\d01-024-03-02.png,place
Datasets\IAM_Words\words\b01\b01-053\b01-053-04-01.png,optimism
Datasets\IAM_Words\words\e01\e01-102\e01-102-00-05.png,important
Datasets\IAM_Words\words\a05\a05-104\a05-104-05-06.png,It
Datasets\IAM_Words\words\b01\b01-073\b01-073-04-08.png,be
Datasets\IAM_Words\words\d06\d06-060\d06-060-00-02.png,the
Datasets\IAM_Words\words\a01\a01-049x\a01-049x-09-03.png,Kennedy
Datasets\IAM_Words\words\a05\a05-116\a05-116-00-04.png,of
Datasets\IAM_Words\words\c01\c01-009\c01-009-05-03.png,""""
Datasets\IAM_Words\words\a03\a03-014\a03-014-04-08.png,details
Datasets\IAM_Words\words\a02\a02-072\a02-072-03-05.png,do
Datasets\IAM_Words\words\e04\e04-091\e04-091-01-04.png,Start
Datasets\IAM_Words\words\d01\d01-104\d01-104-04-02.png,and
Datasets\IAM_Words\words\c04\c04-013\c04-013-00-08.png,lives
Datasets\IAM_Words\words\d04\d04-032\d04-032-10-06.png,whole
Datasets\IAM_Words\words\d06\d06-030\d06-030-00-07.png,tiredness
Datasets\IAM_Words\words\a01\a01-038\a01-038-06-03.png,Roy's
Datasets\IAM_Words\words\a01\a01-122u\a01-122u-02-03.png,this
Datasets\IAM_Words\words\e04\e04-068\e04-068-00-08.png,I
Datasets\IAM_Words\words\d01\d01-080\d01-080-01-02.png,used
Datasets\IAM_Words\words\e01\e01-055\e01-055-09-06.png,of
Datasets\IAM_Words\words\e01\e01-050\e01-050-04-02.png,into
Datasets\IAM_Words\words\b05\b05-017\b05-017-04-04.png,in
Datasets\IAM_Words\words\a03\a03-071\a03-071-07-01.png,","
Datasets\IAM_Words\words\e01\e01-055\e01-055-00-03.png,with
Datasets\IAM_Words\words\c02\c02-078\c02-078-04-08.png,so
Datasets\IAM_Words\words\b05\b05-067\b05-067-06-03.png,top
Datasets\IAM_Words\words\c03\c03-087f\c03-087f-01-00.png,most
Datasets\IAM_Words\words\a06\a06-051\a06-051-02-01.png,appeared
Datasets\IAM_Words\words\d05\d05-008\d05-008-03-04.png,Puritans
Datasets\IAM_Words\words\a03\a03-006\a03-006-05-07.png,have
Datasets\IAM_Words\words\b03\b03-098\b03-098-03-07.png,no
Datasets\IAM_Words\words\d06\d06-003\d06-003-00-05.png,.
Datasets\IAM_Words\words\a02\a02-000\a02-000-06-00.png,taken
Datasets\IAM_Words\words\a01\a01-058u\a01-058u-00-03.png,ready
Datasets\IAM_Words\words\a06\a06-152\a06-152-09-03.png,to
Datasets\IAM_Words\words\c03\c03-000a\c03-000a-04-02.png,Miss
Datasets\IAM_Words\words\d06\d06-015\d06-015-03-08.png,think
Datasets\IAM_Words\words\d04\d04-096\d04-096-05-03.png,CHARAUSES
Datasets\IAM_Words\words\a01\a01-049u\a01-049u-01-03.png,opposition
Datasets\IAM_Words\words\b05\b05-058\b05-058-00-10.png,theodolite
Datasets\IAM_Words\words\e06\e06-053\e06-053-04-01.png,of
Datasets\IAM_Words\words\a01\a01-058u\a01-058u-05-01.png,he
Datasets\IAM_Words\words\b06\b06-082\b06-082-03-05.png,and
Datasets\IAM_Words\words\c03\c03-087a\c03-087a-03-03.png,character
Datasets\IAM_Words\words\a05\a05-025\a05-025-00-03.png,manpower
Datasets\IAM_Words\words\a05\a05-022\a05-022-05-00.png,is
Datasets\IAM_Words\words\a06\a06-095\a06-095-03-01.png,than
Datasets\IAM_Words\words\a06\a06-008\a06-008-06-01.png,speaking
Datasets\IAM_Words\words\e01\e01-102\e01-102-03-04.png,edgings
Datasets\IAM_Words\words\a04\a04-069\a04-069-07-00.png,in
Datasets\IAM_Words\words\a01\a01-082u\a01-082u-08-02.png,men
Datasets\IAM_Words\words\a01\a01-043\a01-043-07-06.png,see
Datasets\IAM_Words\words\b06\b06-097\b06-097-01-01.png,of
Datasets\IAM_Words\words\a02\a02-017\a02-017-00-03.png,are
Datasets\IAM_Words\words\c03\c03-096d\c03-096d-05-08.png,asking
Datasets\IAM_Words\words\a01\a01-113u\a01-113u-05-05.png,.
Datasets\IAM_Words\words\b06\b06-012\b06-012-01-07.png,Western
Datasets\IAM_Words\words\e07\e07-061\e07-061-01-03.png,Chinese
Datasets\IAM_Words\words\c03\c03-081a\c03-081a-06-04.png,","
Datasets\IAM_Words\words\a03\a03-063\a03-063-03-00.png,European
Datasets\IAM_Words\words\b04\b04-000\b04-000-05-01.png,are
Datasets\IAM_Words\words\d04\d04-053\d04-053-02-04.png,Help
Datasets\IAM_Words\words\a04\a04-085\a04-085-08-06.png,open
Datasets\IAM_Words\words\c06\c06-095\c06-095-01-11.png,Darin
Datasets\IAM_Words\words\c06\c06-058\c06-058-05-06.png,and
Datasets\IAM_Words\words\e07\e07-012\e07-012-08-04.png,Beier
